sequence,AccelerometerX,AccelerometerY,AccelerometerZ
1062,1782,819,-3804
1063,1776,819,-3804
1064,1776,747,-3759
1065,1662,822,-3759
1066,1593,822,-3717
1067,1593,783,-3759
1068,1602,783,-3759
1069,1602,780,-3759
1070,1620,720,-3759
1071,1596,720,-3732
1072,1596,777,-3642
1073,1626,777,-3642
1074,1626,792,-3702
1075,1629,768,-3702
1076,1572,768,-3738
1077,1572,771,-3738
1078,1584,771,-3669
1079,1584,702,-3747
1080,1557,759,-3747
1081,1569,759,-3648
1082,1569,744,-3648
1083,1605,744,-3714
1084,1605,753,-3597
1085,1605,717,-3597
1086,1515,717,-3612
1087,1515,753,-3612
1088,1428,753,-3633
1089,1428,717,-3648
1090,1533,810,-3648
1091,1698,810,-3714
1092,1698,786,-3714
1093,1761,786,-3699
1094,1761,789,-3672
1095,1605,819,-3672
1096,1605,819,-3663
1097,1497,798,-3663
1098,1626,798,-3687
1099,1626,753,-3744
1100,1710,729,-3744
1101,1710,729,-3717
1102,1590,753,-3717
1103,1572,753,-3717
1104,1572,765,-3789
1105,1470,741,-3789
1106,1470,741,-3852
1107,1551,768,-3852
1108,1578,768,-3822
1109,1578,735,-3753
1110,1635,804,-3753
1111,1635,804,-3768
1112,1629,792,-3768
1113,1644,792,-3669
1114,1644,792,-3693
1115,1608,780,-3693
1116,1608,780,-3768
1117,1665,798,-3768
1118,1611,798,-3753
1119,1611,738,-3804
1120,1602,774,-3804
1121,1602,774,-3678
1122,1608,777,-3678
1123,1557,777,-3624
1124,1557,795,-3672
1125,1488,789,-3672
1126,1488,789,-3639
1127,1590,771,-3639
1128,1635,771,-3699
1129,1635,810,-3678
1130,1590,810,-3678
1131,1590,777,-3768
1132,1515,753,-3768
1133,1575,753,-3762
1134,1575,798,-3708
1135,1620,798,-3708
1136,1620,819,-3783
1137,1608,747,-3783
1138,1551,747,-3783
1139,1551,774,-3822
1140,1635,774,-3822
1141,1635,804,-3717
1142,1707,822,-3717
1143,1731,822,-3744
1144,1731,840,-3789
1145,1647,840,-3789
1146,1647,759,-3759
1147,1500,768,-3759
1148,1488,768,-3852
1149,1488,819,-3858
1150,1524,819,-3858
1151,1524,795,-3879
1152,1548,759,-3879
1153,1527,759,-3885
1154,1527,792,-3789
1155,1473,792,-3789
1156,1473,810,-3807
1157,1473,765,-3807
1158,1458,765,-3813
1159,1458,774,-3813
1160,1437,774,-3819
1161,1437,831,-3699
1162,1506,825,-3699
1163,1542,825,-3717
1164,1542,807,-3717
1165,1542,807,-3792
1166,1542,825,-3753
1167,1539,789,-3753
1168,1551,789,-3783
1169,1551,816,-3783
1170,1686,816,-3804
1171,1686,825,-3759
1172,1596,753,-3759
1173,1596,753,-3699
1174,1662,792,-3699
1175,1647,792,-3723
1176,1647,792,-3717
1177,1605,831,-3717
1178,1605,831,-3774
1179,1590,750,-3774
1180,1641,750,-3759
1181,1641,744,-3684
1182,1584,789,-3684
1183,1584,789,-3717
1184,1584,747,-3717
1185,1575,747,-3723
1186,1575,735,-3699
1187,1638,777,-3699
