sequence,AccelerometerX,AccelerometerY,AccelerometerZ
782,138,-678,-4206
783,18,-354,-4206
784,345,-354,-4194
785,345,-78,-4014
786,366,-255,-4014
787,366,-255,-3954
788,519,-15,-3954
789,258,-15,-3984
790,258,-324,-4218
791,240,-525,-4218
792,240,-525,-4299
793,165,-585,-4299
794,372,-585,-4320
795,372,-468,-4233
796,231,-465,-4233
797,231,-465,-4278
798,-165,-657,-4278
799,225,-657,-4005
800,225,-279,-4050
801,345,-342,-4050
802,345,-342,-4113
803,216,-375,-4113
804,6,-375,-4149
805,6,-423,-3993
806,-18,-399,-3993
807,-18,-399,-3969
808,9,-501,-3969
809,-120,-501,-3882
810,-120,-567,-3993
811,-42,-306,-3993
812,42,-306,-4059
813,42,-417,-4059
814,-60,-417,-4038
815,-60,-651,-3975
816,-147,-633,-3975
817,-186,-633,-3939
818,-186,-552,-3939
819,-207,-552,-3963
820,-207,-693,-4065
821,-252,-549,-4065
822,-165,-549,-3984
823,-165,-210,-3984
824,-36,-210,-3693
825,-36,-120,-3573
826,24,-69,-3573
827,-201,-69,-3486
828,-201,-777,-3486
829,-99,-777,-4479
830,-99,-1833,-4707
831,-1527,-540,-4707
832,-771,-540,-4521
833,-771,-81,-4521
834,171,-81,-4059
835,171,-282,-4038
836,-6,-291,-4038
837,-186,-291,-4020
838,-186,-285,-4020
839,-195,-285,-4158
840,-195,-351,-4218
841,-402,-402,-4218
842,-549,-402,-4230
843,-549,-648,-4230
844,-444,-648,-4611
845,-444,-327,-4113
846,-546,-492,-4113
847,-543,-492,-4149
848,-543,-528,-4149
849,-411,-528,-4044
850,-411,-525,-3987
851,-300,-225,-3987
852,-387,-225,-3984
853,-387,-393,-3984
854,-405,-393,-3927
855,-405,-513,-4029
856,-540,-573,-4029
857,-444,-573,-4008
858,-444,-477,-4008
859,-288,-477,-4023
860,-288,-345,-3948
861,-204,-282,-3948
862,-411,-282,-3897
863,-411,-414,-3897
864,-474,-414,-4074
865,-474,-567,-4128
866,-363,-465,-4128
867,-321,-465,-4113
868,-321,-492,-4113
869,-351,-492,-4215
870,-351,-459,-4200
871,-237,-258,-4200
872,-288,-258,-4074
873,-288,-372,-4074
874,-282,-372,-4074
875,-282,-381,-4080
876,-303,-348,-4080
877,-303,-348,-4050
878,-303,-285,-4050
879,-282,-285,-3984
880,-282,-258,-3693
881,-231,-99,-3693
882,-267,-99,-3492
883,-267,-42,-3492
884,-138,-42,-3618
885,-138,-51,-3837
886,-117,-120,-3837
887,-114,-120,-4074
888,-114,-93,-4275
889,-135,-93,-4275
890,-135,39,-4185
891,-60,216,-4185
892,-144,216,-4134
893,-144,366,-4134
894,-96,366,-4164
895,-96,510,-4128
896,57,543,-4128
897,24,543,-4254
898,24,420,-4254
899,234,420,-4296
900,234,285,-4380
901,345,345,-4380
902,300,345,-4269
903,300,426,-4269
904,207,426,-4215
905,207,483,-4224
906,96,522,-4224
907,105,522,-4245
908,105,612,-4245
909,138,612,-4254
910,138,708,-4191
911,132,765,-4191
912,87,765,-4158
913,87,735,-4158
914,84,735,-4200
915,84,729,-4140
916,84,720,-4140
917,15,720,-4095
918,15,696,-4095
919,-66,696,-4089
920,-66,717,-4020
921,-99,753,-4020
922,-51,753,-3990
923,-51,768,-3990
924,24,768,-4005
925,24,744,-4065
926,36,708,-4065
927,78,708,-3999
928,78,744,-3999
929,75,744,-4029
930,75,741,-4095
931,144,756,-4095
932,162,756,-4029
933,162,759,-4029
934,93,759,-4029
935,93,783,-4050
936,108,741,-4050
937,75,741,-4185
938,75,726,-4185
939,96,726,-4119
940,96,756,-4140
941,108,783,-4140
942,210,783,-4083
943,210,786,-4083
944,123,786,-4068
945,123,774,-3984
946,72,720,-3984
947,84,720,-4023
948,84,756,-4023
949,87,756,-4065
950,87,768,-4044
951,114,777,-4044
952,159,777,-4035
953,159,780,-4035
954,144,780,-3963
955,144,756,-4053
956,129,786,-4053
957,132,786,-4059
958,132,771,-4059
959,138,771,-4080
960,138,744,-4068
961,105,789,-4068
962,123,789,-4059
963,123,786,-4059
964,177,786,-4098
965,177,774,-4104
966,129,795,-4104
967,129,795,-4083
968,129,759,-4068
969,111,759,-4068
970,111,714,-4083
971,123,768,-4083
972,171,768,-4023
973,171,816,-4014
974,207,816,-4014
975,207,768,-4053
976,138,750,-4053
977,54,750,-3993
978,54,744,-4035
979,84,744,-4035
980,84,774,-4029
981,72,786,-4029
982,129,786,-4008
983,129,810,-4029
984,159,810,-4029
