sequence,AccelerometerX,AccelerometerY,AccelerometerZ
1204,-627,3942,-624
1205,-627,4074,-558
1206,-447,4155,-558
1207,-447,4155,-429
1208,-333,4164,-429
1209,-420,4164,-276
1210,-420,4116,-276
1211,-492,4128,-276
1212,-492,4128,-291
1213,-447,4194,-291
1214,-405,4194,-258
1215,-405,4332,-108
1216,-447,4323,-108
1217,-459,4323,-63
1218,-459,4263,-63
1219,-540,4263,159
1220,-540,4062,150
1221,-561,4242,150
1222,-720,4242,390
1223,-720,4362,624
1224,-891,4362,624
1225,-891,4518,651
1226,-876,4647,651
1227,-1056,4647,666
1228,-1056,4632,987
1229,-738,4632,987
1230,-738,4650,1284
1231,-897,4680,1284
1232,-768,4680,1377
1233,-768,4959,1437
1234,-804,4842,1437
1235,-804,4842,1458
1236,-732,4647,1458
1237,-654,4647,1659
1238,-654,4866,1755
1239,-666,5148,1755
1240,-525,5148,1710
1241,-525,5115,1710
1242,-879,5115,1770
1243,-879,4833,1920
1244,-915,4887,1920
1245,-939,4887,1845
1246,-939,5007,1941
1247,-888,5007,1941
1248,-888,4971,1890
1249,-1113,4797,1890
1250,-990,4797,2034
1251,-990,4722,2241
1252,-1092,4722,2241
1253,-1092,4875,2196
1254,-1143,4902,2196
1255,-1131,4902,2154
1256,-1131,4737,2169
1257,-1095,4653,2169
1258,-1095,4653,2184
1259,-912,4680,2184
1260,-744,4680,2196
1261,-744,4740,2340
1262,-510,4641,2340
1263,-510,4641,2337
1264,-429,4398,2337
1265,-441,4398,2457
1266,-441,4230,2487
1267,-729,4245,2487
1268,-516,4245,2541
1269,-516,3897,2541
1270,-342,3897,2676
1271,-342,3786,2712
1272,-279,3933,2712
1273,-498,3933,2748
1274,-498,3756,2652
1275,-597,3756,2652
1276,-597,3309,2631
